Cement content,Water content,CA content,Sand content,GP content,GP-particle size,Age,Compressive strength
383.00 ,160.86 ,1128.00 ,713.00 ,43.00 ,1.9632,90,52.85 
383.00 ,160.86 ,1128.00 ,713.00 ,43.00 ,0.7,28,46.87 
383.00 ,160.86 ,1128.00 ,713.00 ,43.00 ,1.9632,28,45.58 
383.00 ,160.86 ,1128.00 ,713.00 ,43.00 ,0.7,7,40.40 
383.00 ,160.86 ,1128.00 ,713.00 ,43.00 ,1.9632,7,39.39 
362.00 ,152.04 ,1128.00 ,713.00 ,64.00 ,0.7,90,57.05 
362.00 ,152.04 ,1128.00 ,713.00 ,64.00 ,1.9632,90,53.83 
362.00 ,152.04 ,1128.00 ,713.00 ,64.00 ,0.7,28,46.42 
362.00 ,152.04 ,1128.00 ,713.00 ,64.00 ,1.9632,28,44.46 
362.00 ,152.04 ,1128.00 ,713.00 ,64.00 ,0.7,7,38.62 
362.00 ,152.04 ,1128.00 ,713.00 ,64.00 ,1.9632,7,37.08 
341.00 ,143.22 ,1128.00 ,713.00 ,85.00 ,0.7,90,58.87 
341.00 ,143.22 ,1128.00 ,713.00 ,85.00 ,1.9632,90,55.02 
341.00 ,143.22 ,1128.00 ,713.00 ,85.00 ,0.7,28,45.48 
341.00 ,143.22 ,1128.00 ,713.00 ,85.00 ,1.9632,28,43.80 
341.00 ,143.22 ,1128.00 ,713.00 ,85.00 ,0.7,7,36.84 
341.00 ,143.22 ,1128.00 ,713.00 ,85.00 ,1.9632,7,36.00 
298.00 ,116.00 ,1059.00 ,835.00 ,33.00 ,13,1,26.30 
367.00 ,143.00 ,1050.00 ,687.00 ,41.00 ,13,1,28.20 
199.00 ,116.00 ,1060.00 ,815.00 ,133.00 ,13,1,14.70 
250.00 ,146.00 ,1074.00 ,678.00 ,167.00 ,13,1,13.80 
303.00 ,202.00 ,1074.00 ,624.00 ,34.00 ,13,1,8.50 
372.00 ,248.00 ,1065.00 ,423.00 ,41.00 ,13,1,4.80 
203.00 ,203.00 ,1081.00 ,608.00 ,135.00 ,13,1,3.50 
243.00 ,243.00 ,1045.00 ,391.00 ,162.00 ,13,1,2.40 
281.00 ,99.00 ,1069.00 ,873.00 ,94.00 ,13,1,29.80 
288.00 ,263.00 ,1096.00 ,438.00 ,96.00 ,13,1,4.30 
367.00 ,174.00 ,1046.00 ,643.00 ,0.00 ,0,1,14.80 
182.00 ,173.00 ,1039.00 ,602.00 ,182.00 ,13,1,4.60 
228.00 ,144.00 ,1056.00 ,773.00 ,76.00 ,13,1,11.90 
337.00 ,213.00 ,1088.00 ,503.00 ,112.00 ,13,1,10.00 
280.00 ,177.00 ,1066.00 ,637.00 ,93.00 ,13,1,9.50 
279.00 ,177.00 ,1060.00 ,631.00 ,93.00 ,13,1,9.70 
280.00 ,177.00 ,1063.00 ,632.00 ,93.00 ,13,1,8.30 
298.00 ,116.00 ,1059.00 ,835.00 ,33.00 ,13,7,44.00 
367.00 ,143.00 ,1050.00 ,687.00 ,41.00 ,13,7,42.60 
199.00 ,116.00 ,1060.00 ,815.00 ,133.00 ,13,7,29.80 
250.00 ,146.00 ,1074.00 ,678.00 ,167.00 ,13,7,31.00 
303.00 ,202.00 ,1074.00 ,624.00 ,34.00 ,13,7,18.80 
372.00 ,248.00 ,1065.00 ,423.00 ,41.00 ,13,7,12.90 
203.00 ,203.00 ,1081.00 ,608.00 ,135.00 ,13,7,9.90 
243.00 ,243.00 ,1045.00 ,391.00 ,162.00 ,13,7,6.75 
281.00 ,99.00 ,1069.00 ,873.00 ,94.00 ,13,7,42.00 
288.00 ,263.00 ,1096.00 ,438.00 ,96.00 ,13,7,12.60 
367.00 ,174.00 ,1046.00 ,643.00 ,0.00 ,0,7,24.60 
182.00 ,173.00 ,1039.00 ,602.00 ,182.00 ,13,7,11.80 
228.00 ,144.00 ,1056.00 ,773.00 ,76.00 ,13,7,22.80 
337.00 ,213.00 ,1088.00 ,503.00 ,112.00 ,13,7,20.70 
280.00 ,177.00 ,1066.00 ,637.00 ,93.00 ,13,7,23.20 
279.00 ,177.00 ,1060.00 ,631.00 ,93.00 ,13,7,19.10 
280.00 ,177.00 ,1063.00 ,632.00 ,93.00 ,13,7,19.80 
298.00 ,116.00 ,1059.00 ,835.00 ,33.00 ,13,28,58.10 
367.00 ,143.00 ,1050.00 ,687.00 ,41.00 ,13,28,52.10 
199.00 ,116.00 ,1060.00 ,815.00 ,133.00 ,13,28,41.10 
250.00 ,146.00 ,1074.00 ,678.00 ,167.00 ,13,28,39.30 
303.00 ,202.00 ,1074.00 ,624.00 ,34.00 ,13,28,24.30 
372.00 ,248.00 ,1065.00 ,423.00 ,41.00 ,13,28,17.80 
203.00 ,203.00 ,1081.00 ,608.00 ,135.00 ,13,28,15.30 
243.00 ,243.00 ,1045.00 ,391.00 ,162.00 ,13,28,12.90 
281.00 ,99.00 ,1069.00 ,873.00 ,94.00 ,13,28,55.40 
288.00 ,263.00 ,1096.00 ,438.00 ,96.00 ,13,28,19.50 
367.00 ,174.00 ,1046.00 ,643.00 ,0.00 ,0,28,38.60 
182.00 ,173.00 ,1039.00 ,602.00 ,182.00 ,13,28,21.00 
228.00 ,144.00 ,1056.00 ,773.00 ,76.00 ,13,28,35.60 
337.00 ,213.00 ,1088.00 ,503.00 ,112.00 ,13,28,30.20 
280.00 ,177.00 ,1066.00 ,637.00 ,93.00 ,13,28,31.20 
279.00 ,177.00 ,1060.00 ,631.00 ,93.00 ,13,28,29.80 
280.00 ,177.00 ,1063.00 ,632.00 ,93.00 ,13,28,29.10 
298.00 ,116.00 ,1059.00 ,835.00 ,33.00 ,13,91,71.60 
367.00 ,143.00 ,1050.00 ,687.00 ,41.00 ,13,91,61.40 
199.00 ,116.00 ,1060.00 ,815.00 ,133.00 ,13,91,57.40 
250.00 ,146.00 ,1074.00 ,678.00 ,167.00 ,13,91,51.40 
303.00 ,202.00 ,1074.00 ,624.00 ,34.00 ,13,91,31.30 
372.00 ,248.00 ,1065.00 ,423.00 ,41.00 ,13,91,23.00 
203.00 ,203.00 ,1081.00 ,608.00 ,135.00 ,13,91,23.70 
243.00 ,243.00 ,1045.00 ,391.00 ,162.00 ,13,91,19.20 
281.00 ,99.00 ,1069.00 ,873.00 ,94.00 ,13,91,59.20 
288.00 ,263.00 ,1096.00 ,438.00 ,96.00 ,13,91,25.00 
367.00 ,174.00 ,1046.00 ,643.00 ,0.00 ,0,91,39.90 
182.00 ,173.00 ,1039.00 ,602.00 ,182.00 ,13,91,33.30 
228.00 ,144.00 ,1056.00 ,773.00 ,76.00 ,13,91,38.00 
337.00 ,213.00 ,1088.00 ,503.00 ,112.00 ,13,91,40.80 
280.00 ,177.00 ,1066.00 ,637.00 ,93.00 ,13,91,44.70 
279.00 ,177.00 ,1060.00 ,631.00 ,93.00 ,13,91,38.60 
280.00 ,177.00 ,1063.00 ,632.00 ,93.00 ,13,91,39.20 
298.00 ,116.00 ,1059.00 ,835.00 ,33.00 ,13,180,74.50 
367.00 ,143.00 ,1050.00 ,687.00 ,41.00 ,13,180,62.20 
199.00 ,116.00 ,1060.00 ,815.00 ,133.00 ,13,180,59.90 
250.00 ,146.00 ,1074.00 ,678.00 ,167.00 ,13,180,57.40 
303.00 ,202.00 ,1074.00 ,624.00 ,34.00 ,13,180,35.50 
372.00 ,248.00 ,1065.00 ,423.00 ,41.00 ,13,180,28.30 
203.00 ,203.00 ,1081.00 ,608.00 ,135.00 ,13,180,30.20 
243.00 ,243.00 ,1045.00 ,391.00 ,162.00 ,13,180,24.20 
281.00 ,99.00 ,1069.00 ,873.00 ,94.00 ,13,180,67.30 
288.00 ,263.00 ,1096.00 ,438.00 ,96.00 ,13,180,30.60 
367.00 ,174.00 ,1046.00 ,643.00 ,0.00 ,0,180,46.00 
182.00 ,173.00 ,1039.00 ,602.00 ,182.00 ,13,180,35.60 
228.00 ,144.00 ,1056.00 ,773.00 ,76.00 ,13,180,46.80 
337.00 ,213.00 ,1088.00 ,503.00 ,112.00 ,13,180,47.60 
280.00 ,177.00 ,1066.00 ,637.00 ,93.00 ,13,180,48.60 
279.00 ,177.00 ,1060.00 ,631.00 ,93.00 ,13,180,42.80 
280.00 ,177.00 ,1063.00 ,632.00 ,93.00 ,13,180,40.80 
298.00 ,116.00 ,1059.00 ,835.00 ,33.00 ,13,365,75.90 
367.00 ,143.00 ,1050.00 ,687.00 ,41.00 ,13,365,76.30 
199.00 ,116.00 ,1060.00 ,815.00 ,133.00 ,13,365,66.60 
250.00 ,146.00 ,1074.00 ,678.00 ,167.00 ,13,365,61.30 
303.00 ,202.00 ,1074.00 ,624.00 ,34.00 ,13,365,37.80 
372.00 ,248.00 ,1065.00 ,423.00 ,41.00 ,13,365,29.20 
203.00 ,203.00 ,1081.00 ,608.00 ,135.00 ,13,365,30.60 
243.00 ,243.00 ,1045.00 ,391.00 ,162.00 ,13,365,25.70 
281.00 ,99.00 ,1069.00 ,873.00 ,94.00 ,13,365,75.40 
288.00 ,263.00 ,1096.00 ,438.00 ,96.00 ,13,365,33.40 
367.00 ,174.00 ,1046.00 ,643.00 ,0.00 ,0,365,46.80 
182.00 ,173.00 ,1039.00 ,602.00 ,182.00 ,13,365,35.90 
228.00 ,144.00 ,1056.00 ,773.00 ,76.00 ,13,365,46.60 
337.00 ,213.00 ,1088.00 ,503.00 ,112.00 ,13,365,50.80 
280.00 ,177.00 ,1066.00 ,637.00 ,93.00 ,13,365,49.60 
279.00 ,177.00 ,1060.00 ,631.00 ,93.00 ,13,365,46.20 
280.00 ,177.00 ,1063.00 ,632.00 ,93.00 ,13,365,55.40 
200.00 ,150.00 ,880.00 ,900.00 ,13.20 ,13,7,17.60 
200.00 ,150.00 ,880.00 ,900.00 ,76.80 ,13,7,21.70 
200.00 ,170.00 ,880.00 ,900.00 ,13.20 ,13,7,13.70 
200.00 ,170.00 ,880.00 ,900.00 ,76.80 ,13,7,16.70 
200.00 ,146.00 ,880.00 ,900.00 ,45.00 ,13,7,19.60 
200.00 ,174.00 ,880.00 ,900.00 ,45.00 ,13,7,13.00 
200.00 ,160.00 ,880.00 ,900.00 ,0.00 ,0,7,15.80 
200.00 ,160.00 ,880.00 ,900.00 ,90.00 ,13,7,18.40 
200.00 ,160.00 ,880.00 ,900.00 ,45.00 ,13,7,16.40 
200.00 ,160.00 ,880.00 ,900.00 ,45.00 ,13,7,17.20 
200.00 ,150.00 ,880.00 ,900.00 ,13.20 ,13,28,22.90 
200.00 ,150.00 ,880.00 ,900.00 ,76.80 ,13,28,29.90 
200.00 ,170.00 ,880.00 ,900.00 ,13.20 ,13,28,18.90 
200.00 ,170.00 ,880.00 ,900.00 ,76.80 ,13,28,24.70 
200.00 ,146.00 ,880.00 ,900.00 ,45.00 ,13,28,26.80 
200.00 ,174.00 ,880.00 ,900.00 ,45.00 ,13,28,18.10 
200.00 ,160.00 ,880.00 ,900.00 ,0.00 ,0,28,19.80 
200.00 ,160.00 ,880.00 ,900.00 ,90.00 ,13,28,27.90 
200.00 ,160.00 ,880.00 ,900.00 ,45.00 ,13,28,22.60 
200.00 ,160.00 ,880.00 ,900.00 ,45.00 ,13,28,24.70 
379.50 ,184.00 ,1160.00 ,740.00 ,0.00 ,0,2,22.40 
322.58 ,184.00 ,1160.00 ,740.00 ,49.50 ,16,2,17.30 
265.65 ,184.00 ,1160.00 ,740.00 ,99.00 ,16,2,12.40 
208.73 ,184.00 ,1160.00 ,740.00 ,148.50 ,16,2,8.60 
151.80 ,184.00 ,1160.00 ,740.00 ,198.00 ,16,2,2.70 
75.90 ,184.00 ,1160.00 ,740.00 ,264.00 ,16,2,0.50 
379.50 ,184.00 ,1160.00 ,740.00 ,0.00 ,0,7,29.90 
322.58 ,184.00 ,1160.00 ,740.00 ,49.50 ,16,7,25.90 
265.65 ,184.00 ,1160.00 ,740.00 ,99.00 ,16,7,20.40 
208.73 ,184.00 ,1160.00 ,740.00 ,148.50 ,16,7,15.90 
151.80 ,184.00 ,1160.00 ,740.00 ,198.00 ,16,7,5.00 
75.90 ,184.00 ,1160.00 ,740.00 ,264.00 ,16,7,1.50 
379.50 ,184.00 ,1160.00 ,740.00 ,0.00 ,0,28,34.50 
322.58 ,184.00 ,1160.00 ,740.00 ,49.50 ,16,28,32.00 
265.65 ,184.00 ,1160.00 ,740.00 ,99.00 ,16,28,23.90 
208.73 ,184.00 ,1160.00 ,740.00 ,148.50 ,16,28,21.20 
151.80 ,184.00 ,1160.00 ,740.00 ,198.00 ,16,28,10.00 
75.90 ,184.00 ,1160.00 ,740.00 ,264.00 ,16,28,3.70 
379.50 ,184.00 ,1160.00 ,740.00 ,0.00 ,0,90,39.60 
322.58 ,184.00 ,1160.00 ,740.00 ,49.50 ,16,90,32.60 
265.65 ,184.00 ,1160.00 ,740.00 ,99.00 ,16,90,29.80 
208.73 ,184.00 ,1160.00 ,740.00 ,148.50 ,16,90,25.20 
151.80 ,184.00 ,1160.00 ,740.00 ,198.00 ,16,90,14.20 
75.90 ,184.00 ,1160.00 ,740.00 ,264.00 ,16,90,8.60 
379.50 ,184.00 ,1160.00 ,740.00 ,0.00 ,0,180,40.40 
322.58 ,184.00 ,1160.00 ,740.00 ,49.50 ,16,180,33.80 
265.65 ,184.00 ,1160.00 ,740.00 ,99.00 ,16,180,30.70 
208.73 ,184.00 ,1160.00 ,740.00 ,148.50 ,16,180,26.90 
151.80 ,184.00 ,1160.00 ,740.00 ,198.00 ,16,180,15.80 
75.90 ,184.00 ,1160.00 ,740.00 ,264.00 ,16,180,10.30 
369.23 ,184.62 ,1200.00 ,646.15 ,0.00 ,0,7,19.50 
360.00 ,180.00 ,1200.00 ,646.15 ,9.23 ,40,7,21.40 
350.77 ,175.39 ,1200.00 ,646.15 ,18.46 ,40,7,21.10 
341.54 ,170.77 ,1200.00 ,646.15 ,27.69 ,40,7,22.40 
332.31 ,166.16 ,1200.00 ,646.15 ,36.92 ,40,7,21.40 
323.08 ,161.54 ,1200.00 ,646.15 ,46.15 ,40,7,21.90 
313.85 ,156.93 ,1200.00 ,646.15 ,55.39 ,40,7,19.20 
369.23 ,184.62 ,1200.00 ,646.15 ,0.00 ,0,7,20.80 
360.00 ,180.00 ,1200.00 ,646.15 ,9.23 ,40,7,22.30 
350.77 ,175.39 ,1200.00 ,646.15 ,18.46 ,40,7,22.90 
341.54 ,170.77 ,1200.00 ,646.15 ,27.69 ,40,7,21.70 
332.31 ,166.16 ,1200.00 ,646.15 ,36.92 ,40,7,22.40 
323.08 ,161.54 ,1200.00 ,646.15 ,46.15 ,40,7,22.90 
313.85 ,156.93 ,1200.00 ,646.15 ,55.39 ,40,7,21.80 
369.23 ,184.62 ,1200.00 ,646.15 ,0.00 ,0,7,21.20 
360.00 ,180.00 ,1200.00 ,646.15 ,9.23 ,40,7,20.50 
350.77 ,175.39 ,1200.00 ,646.15 ,18.46 ,40,7,21.90 
341.54 ,170.77 ,1200.00 ,646.15 ,27.69 ,40,7,23.30 
332.31 ,166.16 ,1200.00 ,646.15 ,36.92 ,40,7,21.90 
323.08 ,161.54 ,1200.00 ,646.15 ,46.15 ,40,7,21.00 
313.85 ,156.93 ,1200.00 ,646.15 ,55.39 ,40,7,21.40 
369.23 ,184.62 ,1200.00 ,646.15 ,0.00 ,0,28,26.30 
360.00 ,180.00 ,1200.00 ,646.15 ,9.23 ,40,28,28.60 
350.77 ,175.39 ,1200.00 ,646.15 ,18.46 ,40,28,28.30 
341.54 ,170.77 ,1200.00 ,646.15 ,27.69 ,40,28,30.40 
332.31 ,166.16 ,1200.00 ,646.15 ,36.92 ,40,28,31.70 
323.08 ,161.54 ,1200.00 ,646.15 ,46.15 ,40,28,27.00 
313.85 ,156.93 ,1200.00 ,646.15 ,55.39 ,40,28,27.30 
369.23 ,184.62 ,1200.00 ,646.15 ,0.00 ,0,28,26.80 
360.00 ,180.00 ,1200.00 ,646.15 ,9.23 ,40,28,27.80 
350.77 ,175.39 ,1200.00 ,646.15 ,18.46 ,40,28,30.20 
341.54 ,170.77 ,1200.00 ,646.15 ,27.69 ,40,28,28.00 
332.31 ,166.16 ,1200.00 ,646.15 ,36.92 ,40,28,29.00 
323.08 ,161.54 ,1200.00 ,646.15 ,46.15 ,40,28,28.80 
313.85 ,156.93 ,1200.00 ,646.15 ,55.39 ,40,28,26.30 
369.23 ,184.62 ,1200.00 ,646.15 ,0.00 ,0,28,28.50 
360.00 ,180.00 ,1200.00 ,646.15 ,9.23 ,40,28,29.70 
350.77 ,175.39 ,1200.00 ,646.15 ,18.46 ,40,28,29.10 
341.54 ,170.77 ,1200.00 ,646.15 ,27.69 ,40,28,29.70 
332.31 ,166.16 ,1200.00 ,646.15 ,36.92 ,40,28,29.70 
323.08 ,161.54 ,1200.00 ,646.15 ,46.15 ,40,28,30.90 
313.85 ,156.93 ,1200.00 ,646.15 ,55.39 ,40,28,28.70 
369.23 ,184.62 ,1200.00 ,646.15 ,0.00 ,0,60,27.70 
360.00 ,180.00 ,1200.00 ,646.15 ,9.23 ,40,60,27.20 
350.77 ,175.39 ,1200.00 ,646.15 ,18.46 ,40,60,29.70 
341.54 ,170.77 ,1200.00 ,646.15 ,27.69 ,40,60,27.60 
332.31 ,166.16 ,1200.00 ,646.15 ,36.92 ,40,60,28.10 
323.08 ,161.54 ,1200.00 ,646.15 ,46.15 ,40,60,27.90 
313.85 ,156.93 ,1200.00 ,646.15 ,55.39 ,40,60,26.90 
369.23 ,184.62 ,1200.00 ,646.15 ,0.00 ,0,60,28.80 
360.00 ,180.00 ,1200.00 ,646.15 ,9.23 ,40,60,30.70 
350.77 ,175.39 ,1200.00 ,646.15 ,18.46 ,40,60,27.50 
341.54 ,170.77 ,1200.00 ,646.15 ,27.69 ,40,60,29.90 
332.31 ,166.16 ,1200.00 ,646.15 ,36.92 ,40,60,31.00 
323.08 ,161.54 ,1200.00 ,646.15 ,46.15 ,40,60,28.80 
313.85 ,156.93 ,1200.00 ,646.15 ,55.39 ,40,60,27.90 
369.23 ,184.62 ,1200.00 ,646.15 ,0.00 ,0,60,27.00 
360.00 ,180.00 ,1200.00 ,646.15 ,9.23 ,40,60,28.90 
350.77 ,175.39 ,1200.00 ,646.15 ,18.46 ,40,60,31.60 
341.54 ,170.77 ,1200.00 ,646.15 ,27.69 ,40,60,31.50 
332.31 ,166.16 ,1200.00 ,646.15 ,36.92 ,40,60,32.80 
323.08 ,161.54 ,1200.00 ,646.15 ,46.15 ,40,60,30.10 
313.85 ,156.93 ,1200.00 ,646.15 ,55.39 ,40,60,28.50 
369.23 ,184.62 ,1200.00 ,613.84 ,32.31 ,300,7,21.50 
369.23 ,184.62 ,1200.00 ,581.54 ,64.62 ,300,7,21.90 
369.23 ,184.62 ,1200.00 ,549.23 ,96.92 ,300,7,19.90 
369.23 ,184.62 ,1200.00 ,516.92 ,129.23 ,300,7,19.30 
369.23 ,184.62 ,1200.00 ,613.84 ,32.31 ,300,7,22.50 
369.23 ,184.62 ,1200.00 ,581.54 ,64.62 ,300,7,23.10 
369.23 ,184.62 ,1200.00 ,549.23 ,96.92 ,300,7,20.90 
369.23 ,184.62 ,1200.00 ,516.92 ,129.23 ,300,7,20.10 
369.23 ,184.62 ,1200.00 ,613.84 ,32.31 ,300,7,20.20 
369.23 ,184.62 ,1200.00 ,581.54 ,64.62 ,300,7,20.80 
369.23 ,184.62 ,1200.00 ,549.23 ,96.92 ,300,7,21.60 
369.23 ,184.62 ,1200.00 ,516.92 ,129.23 ,300,7,21.50 
369.23 ,184.62 ,1200.00 ,613.84 ,32.31 ,300,28,26.40 
369.23 ,184.62 ,1200.00 ,581.54 ,64.62 ,300,28,30.70 
369.23 ,184.62 ,1200.00 ,549.23 ,96.92 ,300,28,26.50 
369.23 ,184.62 ,1200.00 ,516.92 ,129.23 ,300,28,27.30 
369.23 ,184.62 ,1200.00 ,613.84 ,32.31 ,300,28,27.40 
369.23 ,184.62 ,1200.00 ,581.54 ,64.62 ,300,28,26.90 
369.23 ,184.62 ,1200.00 ,549.23 ,96.92 ,300,28,28.80 
369.23 ,184.62 ,1200.00 ,516.92 ,129.23 ,300,28,26.20 
369.23 ,184.62 ,1200.00 ,613.84 ,32.31 ,300,28,28.50 
369.23 ,184.62 ,1200.00 ,581.54 ,64.62 ,300,28,29.10 
369.23 ,184.62 ,1200.00 ,549.23 ,96.92 ,300,28,27.50 
369.23 ,184.62 ,1200.00 ,516.92 ,129.23 ,300,28,28.00 
369.23 ,184.62 ,1200.00 ,613.84 ,32.31 ,300,60,29.90 
369.23 ,184.62 ,1200.00 ,581.54 ,64.62 ,300,60,27.90 
369.23 ,184.62 ,1200.00 ,549.23 ,96.92 ,300,60,28.20 
369.23 ,184.62 ,1200.00 ,516.92 ,129.23 ,300,60,27.30 
369.23 ,184.62 ,1200.00 ,613.84 ,32.31 ,300,60,27.30 
369.23 ,184.62 ,1200.00 ,581.54 ,64.62 ,300,60,29.10 
369.23 ,184.62 ,1200.00 ,549.23 ,96.92 ,300,60,27.20 
369.23 ,184.62 ,1200.00 ,516.92 ,129.23 ,300,60,27.90 
369.23 ,184.62 ,1200.00 ,613.84 ,32.31 ,300,60,28.80 
369.23 ,184.62 ,1200.00 ,581.54 ,64.62 ,300,60,32.70 
369.23 ,184.62 ,1200.00 ,549.23 ,96.92 ,300,60,29.50 
369.23 ,184.62 ,1200.00 ,516.92 ,129.23 ,300,60,28.60 
457.66 ,205.95 ,1199.74 ,550.06 ,0.00 ,0,7,15.34 
457.66 ,205.95 ,1199.74 ,495.05 ,55.01 ,85,7,17.33 
457.66 ,205.95 ,1199.74 ,440.05 ,110.01 ,85,7,18.22 
457.66 ,205.95 ,1199.74 ,385.04 ,165.02 ,85,7,16.65 
457.66 ,205.95 ,1199.74 ,550.06 ,0.00 ,0,14,18.23 
457.66 ,205.95 ,1199.74 ,495.05 ,55.01 ,85,14,20.35 
457.66 ,205.95 ,1199.74 ,440.05 ,110.01 ,85,14,21.55 
457.66 ,205.95 ,1199.74 ,385.04 ,165.02 ,85,14,19.56 
457.66 ,205.95 ,1199.74 ,550.06 ,0.00 ,0,28,23.57 
457.66 ,205.95 ,1199.74 ,495.05 ,55.01 ,85,28,26.88 
457.66 ,205.95 ,1199.74 ,440.05 ,110.01 ,85,28,27.11 
457.66 ,205.95 ,1199.74 ,385.04 ,165.02 ,85,28,22.76 
350.00 ,147.00 ,1128.00 ,767.00 ,0.00 ,0,3,30.20 
315.00 ,147.00 ,1120.00 ,735.00 ,35.00 ,35.7,3,19.00 
280.00 ,147.00 ,1120.00 ,738.00 ,70.00 ,35.7,3,22.00 
245.00 ,147.00 ,1120.00 ,737.00 ,105.00 ,35.7,3,12.00 
350.00 ,147.00 ,1128.00 ,767.00 ,0.00 ,0,7,37.30 
315.00 ,147.00 ,1120.00 ,735.00 ,35.00 ,35.7,7,24.60 
280.00 ,147.00 ,1120.00 ,738.00 ,70.00 ,35.7,7,28.20 
245.00 ,147.00 ,1120.00 ,737.00 ,105.00 ,35.7,7,13.70 
350.00 ,147.00 ,1128.00 ,767.00 ,0.00 ,0,14,41.30 
315.00 ,147.00 ,1120.00 ,735.00 ,35.00 ,35.7,14,26.90 
280.00 ,147.00 ,1120.00 ,738.00 ,70.00 ,35.7,14,34.60 
245.00 ,147.00 ,1120.00 ,737.00 ,105.00 ,35.7,14,17.40 
350.00 ,147.00 ,1128.00 ,767.00 ,0.00 ,0,21,43.20 
315.00 ,147.00 ,1120.00 ,735.00 ,35.00 ,35.7,21,29.00 
280.00 ,147.00 ,1120.00 ,738.00 ,70.00 ,35.7,21,35.80 
245.00 ,147.00 ,1120.00 ,737.00 ,105.00 ,35.7,21,18.20 
350.00 ,147.00 ,1128.00 ,767.00 ,0.00 ,0,28,51.70 
315.00 ,147.00 ,1120.00 ,735.00 ,35.00 ,35.7,28,31.00 
280.00 ,147.00 ,1120.00 ,738.00 ,70.00 ,35.7,28,37.00 
245.00 ,147.00 ,1120.00 ,737.00 ,105.00 ,35.7,28,27.00 
350.00 ,147.00 ,1128.00 ,767.00 ,0.00 ,0,56,55.00 
315.00 ,147.00 ,1120.00 ,735.00 ,35.00 ,35.7,56,33.00 
280.00 ,147.00 ,1120.00 ,738.00 ,70.00 ,35.7,56,40.00 
245.00 ,147.00 ,1120.00 ,737.00 ,105.00 ,35.7,56,28.50 
350.00 ,147.00 ,1128.00 ,767.00 ,0.00 ,0,90,63.00 
315.00 ,147.00 ,1120.00 ,735.00 ,35.00 ,35.7,90,37.00 
280.00 ,147.00 ,1120.00 ,738.00 ,70.00 ,35.7,90,47.90 
245.00 ,147.00 ,1120.00 ,737.00 ,105.00 ,35.7,90,31.30 
375.00 ,206.00 ,979.00 ,761.00 ,0.00 ,0,84,26.50 
337.50 ,206.00 ,979.00 ,761.00 ,37.50 ,30,84,23.26 
318.70 ,206.00 ,979.00 ,761.00 ,56.30 ,30,84,23.38 
300.00 ,206.00 ,979.00 ,761.00 ,75.00 ,30,84,23.13 
218.20 ,206.00 ,979.00 ,761.00 ,93.80 ,30,84,23.05 
262.50 ,206.00 ,979.00 ,761.00 ,112.50 ,30,84,16.22 
243.75 ,206.00 ,979.00 ,761.00 ,131.25 ,30,84,15.55 
375.00 ,206.00 ,979.00 ,761.00 ,0.00 ,0,56,23.89 
337.50 ,206.00 ,979.00 ,761.00 ,37.50 ,30,56,18.71 
318.70 ,206.00 ,979.00 ,761.00 ,56.30 ,30,56,21.40 
300.00 ,206.00 ,979.00 ,761.00 ,75.00 ,30,56,17.65 
218.20 ,206.00 ,979.00 ,761.00 ,93.80 ,30,56,19.04 
262.50 ,206.00 ,979.00 ,761.00 ,112.50 ,30,56,12.56 
243.75 ,206.00 ,979.00 ,761.00 ,131.25 ,30,56,11.04 
375.00 ,206.00 ,979.00 ,761.00 ,0.00 ,0,28,20.10 
337.50 ,206.00 ,979.00 ,761.00 ,37.50 ,30,28,14.24 
318.70 ,206.00 ,979.00 ,761.00 ,56.30 ,30,28,16.52 
300.00 ,206.00 ,979.00 ,761.00 ,75.00 ,30,28,15.08 
218.20 ,206.00 ,979.00 ,761.00 ,93.80 ,30,28,15.00 
262.50 ,206.00 ,979.00 ,761.00 ,112.50 ,30,28,10.74 
243.75 ,206.00 ,979.00 ,761.00 ,131.25 ,30,28,8.85 
375.00 ,206.00 ,979.00 ,761.00 ,0.00 ,0,14,17.40 
337.50 ,206.00 ,979.00 ,761.00 ,37.50 ,30,14,12.81 
318.70 ,206.00 ,979.00 ,761.00 ,56.30 ,30,14,14.62 
300.00 ,206.00 ,979.00 ,761.00 ,75.00 ,30,14,12.26 
218.20 ,206.00 ,979.00 ,761.00 ,93.80 ,30,14,11.71 
262.50 ,206.00 ,979.00 ,761.00 ,112.50 ,30,14,9.06 
243.75 ,206.00 ,979.00 ,761.00 ,131.25 ,30,14,7.67 
375.00 ,206.00 ,979.00 ,761.00 ,0.00 ,0,7,13.02 
337.50 ,206.00 ,979.00 ,761.00 ,37.50 ,30,7,8.38 
318.70 ,206.00 ,979.00 ,761.00 ,56.30 ,30,7,11.92 
300.00 ,206.00 ,979.00 ,761.00 ,75.00 ,30,7,8.47 
218.20 ,206.00 ,979.00 ,761.00 ,93.80 ,30,7,8.38 
262.50 ,206.00 ,979.00 ,761.00 ,112.50 ,30,7,6.45 
243.75 ,206.00 ,979.00 ,761.00 ,131.25 ,30,7,5.44 
375.00 ,206.00 ,979.00 ,761.00 ,0.00 ,0,3,8.97 
337.50 ,206.00 ,979.00 ,761.00 ,37.50 ,30,3,4.89 
318.70 ,206.00 ,979.00 ,761.00 ,56.30 ,30,3,8.97 
300.00 ,206.00 ,979.00 ,761.00 ,75.00 ,30,3,6.24 
218.20 ,206.00 ,979.00 ,761.00 ,93.80 ,30,3,5.52 
