SiO2,Al2O3,Fe2O3,CaO,FA_m,FA_d,Coarse_m,Fine_m,Coarse_d,Fine_d,SS_m,SH_m,Sup_plas_m,Total_water_m,Init_curing_time,Init_curing_temp,Init_curing_rest_time,Final_curing_temp,CS28
59.7,28.36,4.57,2.1,325.75,1.9,1203.99,648.35,2.72,2.64,81.43571429,32.57428571,6.51,63.42736357,1,30,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,325.75,1.9,1203.99,648.35,2.72,2.64,81.43571429,32.57428571,6.51,63.42736357,1,60,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,325.75,1.9,1203.99,648.35,2.72,2.64,81.43571429,32.57428571,6.51,63.42736357,1,70,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,325.75,1.9,1203.99,648.35,2.72,2.64,81.43571429,32.57428571,6.51,63.42736357,1,80,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,325.75,1.9,1203.99,648.35,2.72,2.64,81.43571429,32.57428571,6.51,63.42736357,1,90,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,325.75,1.9,1203.99,648.35,2.72,2.64,81.43571429,32.57428571,6.51,63.42736357,1,30,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,317.67,1.9,1203.99,648.35,2.72,2.64,102.1071429,40.84285714,6.35,78.44011071,1,60,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,317.67,1.9,1203.99,648.35,2.72,2.64,102.1071429,40.84285714,6.35,78.44011071,1,70,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,317.67,1.9,1203.99,648.35,2.72,2.64,102.1071429,40.84285714,6.35,78.44011071,1,80,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,317.67,1.9,1203.99,648.35,2.72,2.64,102.1071429,40.84285714,6.35,78.44011071,1,90,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,92.68019214,1,30,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,92.68019214,1,60,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,92.68019214,1,70,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,92.68019214,1,80,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,92.68019214,1,90,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,292.67,1.9,1203.99,648.35,2.72,2.64,135.8785714,54.35142857,5.85,102.8236479,1,30,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,292.67,1.9,1203.99,648.35,2.72,2.64,135.8785714,54.35142857,5.85,102.8236479,1,60,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,292.67,1.9,1203.99,648.35,2.72,2.64,135.8785714,54.35142857,5.85,102.8236479,1,70,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,292.67,1.9,1203.99,648.35,2.72,2.64,135.8785714,54.35142857,5.85,102.8236479,1,80,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,292.67,1.9,1203.99,648.35,2.72,2.64,135.8785714,54.35142857,5.85,102.8236479,1,90,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,96.57527786,1,100,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,88.78510643,1,100,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,84.89002071,1,100,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,80.994935,1,100,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,80.994935,0.25,100,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,80.994935,0.5,100,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,80.994935,2,100,1.268236915,24,36.77393813
59.7,28.36,4.57,2.1,309.85,1.9,1203.99,648.35,2.72,2.64,121.7214286,48.68857143,6.19,80.994935,3,100,1.268236915,24,36.77393813
51.3,30.1,4.57,8.73,400,2.2,950,850,2.66,2.61,143,57,12,164.777,2,70,1.268236915,24,44.69
51.3,30.1,4.57,8.73,400,2.2,950,850,2.66,2.61,143,57,16,167.177,2,70,1.268236915,24,46.86
51.3,30.1,4.57,8.73,400,2.2,950,850,2.66,2.61,143,57,20,169.577,2,70,1.268236915,24,48.9
51.3,30.1,4.57,8.73,400,2.2,950,850,2.66,2.61,143,57,24,171.977,2,70,1.268236915,24,51.52
51.3,30.1,4.57,8.73,400,2.2,950,850,2.66,2.61,143,57,28,174.377,2,70,1.268236915,24,53.08
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,128.63,51.45,0,106.89017,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,128.63,51.45,0,106.89017,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,128.63,51.45,0,102.77417,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,128.63,51.45,0,102.77417,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,128.63,51.45,0,98.65817,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,128.63,51.45,0,98.65817,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,144.68,57.88,0,120.23452,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,144.68,57.88,0,120.23452,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,144.68,57.88,0,115.60412,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,144.68,57.88,0,115.60412,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,144.68,57.88,0,110.97372,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,144.68,57.88,0,110.97372,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,160.78,64.31,0,133.60682,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,160.78,64.31,0,133.60682,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,160.78,64.31,0,128.46202,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,160.78,64.31,0,128.46202,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,160.78,64.31,0,123.31722,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,160.78,64.31,0,123.31722,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,176.85,70.74,0,146.96235,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,176.85,70.74,0,146.96235,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,176.85,70.74,0,141.30315,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,176.85,70.74,0,141.30315,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,176.85,70.74,0,135.64395,1,60,1.268236915,24,36.77393813
52.54,26.74,11.12,1.28,450,2.208923611,1211.9,579.35,2.671952862,2.6303367,176.85,70.74,0,135.64395,1,60,1.268236915,24,36.77393813
51.3,30.1,4.57,8.73,400,2.4,950,850,2.66,2.61,143,57,24,176.9803,2,70,1.268236915,24,44.87
51.3,30.1,4.57,8.73,380,2.4,950,850,2.66,2.61,143,57,24,176.9803,2,70,1.268236915,24.42502439,49.28
51.3,30.1,4.57,8.73,360,2.4,950,850,2.66,2.61,143,57,24,176.9803,2,70,1.268236915,24.53795314,51.52
51.3,30.1,4.57,8.73,340,2.4,950,850,2.66,2.61,143,57,24,176.9803,2,70,1.268236915,24.53894021,50.46
51.3,30.1,4.57,8.73,400,2.4,950,850,2.66,2.61,143,57,24,181.5403,2,70,1.268236915,24,51.43
77.1,17.71,1.21,0.62,334,2.39632097,1329.09,632.75,2.767879026,2.718819544,58.45,58.45,0,75.60016,0.333333333,90,2,26.78455059,36.77393813
77.1,17.71,1.21,0.62,334,2.364201173,1298.18,613.42,2.751437338,2.703653637,58.45,58.45,0,98.09016,0.333333333,90,2,26.49230081,36.77393813
77.1,17.71,1.21,0.62,334,2.056873823,1256.96,593.95,2.695601288,2.635092901,58.45,58.45,0,120.60016,0.333333333,90,2,24.5481634,36.77393813
77.1,17.71,1.21,0.62,334,2.245922529,1215.47,574.34,2.639117433,2.616492657,58.45,58.45,0,143.10016,0.333333333,90,2,24.58685787,36.77393813
77.1,17.71,1.21,0.62,334,2.018913313,1174.98,555.21,2.701505317,2.636280326,58.45,58.45,0,65.70016,0.333333333,90,2,24.41551818,36.77393813
60,22.7,4.6,4.5,480,2.4,960,720,2.654319835,2.630066255,36,204,0,127.776,2,90,1.268236915,24,50.5723
50.67,18.96,6.35,14.14,408.47175,2.46,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,46.11111111,1.268236915,24,36.77393813
50.67,18.96,6.35,14.14,408.47175,2.46,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,55,1.268236915,24,36.77393813
50.67,18.96,6.35,14.14,408.47175,2.46,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,70,1.268236915,24,36.77393813
50.67,18.96,6.35,14.14,408.47175,2.46,1281.48,560.6475,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,46.11111111,1.268236915,24,36.77393813
50.67,18.96,6.35,14.14,408.47175,2.46,1281.48,560.6475,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,55,1.268236915,24,36.77393813
50.67,18.96,6.35,14.14,408.47175,2.46,1281.48,560.6475,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,70,1.268236915,24,36.77393813
50.67,18.96,6.35,14.14,408.47175,2.46,961.11,881.0175,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,46.11111111,1.268236915,24,36.77393813
50.67,18.96,6.35,14.14,408.47175,2.46,961.11,881.0175,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,55,1.1166891,24,36.77393813
50.67,18.96,6.35,14.14,466.13835,2.46,1478.988105,633.211305,2.6,2.6,118.5369,47.254575,7.04814,107.4296721,1,46.11111111,1.268236915,24,36.77393813
50.67,18.96,6.35,14.14,466.13835,2.46,1478.988105,633.211305,2.6,2.6,118.5369,47.254575,7.04814,107.4296721,1,55,1.268236915,24,36.77393813
50.67,18.96,6.35,14.14,466.13835,2.46,1478.988105,633.211305,2.6,2.6,118.5369,47.254575,7.04814,107.4296721,1,70,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1281.48,560.6475,2.6,2.6,104.12025,41.6481,6.4074,113.6752853,1,70,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,466.13835,2.29,1479.308475,632.73075,2.6,2.6,118.5369,46.45365,6.4074,118.0018821,1,23.88888889,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,466.13835,2.29,1479.308475,632.73075,2.6,2.6,118.5369,46.45365,6.4074,118.0018821,1,64.13507363,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,466.13835,2.29,1479.308475,632.73075,2.6,2.6,118.5369,46.45365,6.4074,118.0018821,1,32.22222222,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,466.13835,2.29,1479.308475,632.73075,2.6,2.6,118.5369,46.45365,6.4074,118.0018821,1,46.11111111,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,466.13835,2.29,1479.308475,632.73075,2.6,2.6,118.5369,46.45365,6.4074,118.0018821,1,55,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,466.13835,2.29,1479.308475,632.73075,2.6,2.6,118.5369,46.45365,6.4074,118.0018821,1,70,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,466.13835,2.29,1479.308475,632.73075,2.6,2.6,118.5369,46.45365,6.4074,118.0018821,1,76.66666667,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,107.0115893,1,46.11111111,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,107.0115893,1,55,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,107.0115893,2,55,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1281.48,560.6475,2.6,2.6,104.12025,41.6481,6.4074,107.0115893,1,70,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,107.0115893,2,70,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,397.2588,2.29,1246.2393,544.629,2.6,2.6,100.91655,41.6481,6.4074,183.999704,1,23.88888889,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,397.2588,2.29,1246.2393,544.629,2.6,2.6,100.91655,41.6481,12.8148,124.731254,1,32.22222222,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,397.2588,2.29,1246.2393,544.629,2.6,2.6,100.91655,41.6481,9.6111,137.225684,1,46.11111111,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,397.2588,2.29,1246.2393,544.629,2.6,2.6,100.91655,41.6481,9.6111,137.225684,1,46.11111111,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,397.2588,2.29,1246.2393,544.629,2.6,2.6,100.91655,41.6481,0,179.514524,1,70,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,32.22222222,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,46.11111111,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,55,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,2,55,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,70,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1281.48,560.6475,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,23.88888889,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1281.48,560.6475,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,32.22222222,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1281.48,560.6475,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,46.11111111,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1281.48,560.6475,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,55,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1281.48,560.6475,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,70,1.268236915,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,961.11,881.0175,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,46.11111111,1.125057348,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,961.11,881.0175,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,55,1.114460555,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,961.11,881.0175,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,1,70,1.156665628,24,36.77393813
56.59,23.89,4.82,9.42,408.47175,2.29,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,98.68196925,1,23.88888889,1.268236915,24,36.77393813
54.7,29,6.74,1.29,408.47175,2.23,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,107.0115893,2,55,1.268236915,24,36.77393813
54.7,29,6.74,1.29,408.47175,2.23,1041.2025,800.925,2.6,2.6,104.12025,41.6481,6.4074,103.6797413,2,55,1.268236915,24,36.77393813
54.7,29,6.74,1.29,408.47175,2.23,1281.48,560.6475,2.6,2.6,104.12025,41.6481,6.4074,97.65678525,1,70,1.268236915,24,36.77393813
54.7,29,6.74,1.29,408.47175,2.23,1281.48,560.6475,2.6,2.6,104.12025,41.6481,6.4074,87.66124125,1,70,1.268236915,24,36.77393813
54.3,29.7,10.98,1.91,350,2.218717693,1081,483,2.664224404,2.592192346,100,40,0,73.5,1.045639231,24,1,24,23.4
50,28.25,13.5,1.79,400,2.202417035,1209,651,2.648654703,2.593634121,114.3,45.7,0,86.2877,1.055928471,25,1.268236915,24,26.5116
49,31,2.8,5.4,424.8,2.246906269,1183.2,585.6,2.638244393,2.616124566,95.04,63.36,48,209.40576,1,70,1.268236915,24,52.0882
49,31,2.8,5.4,424.8,2.270716195,1183.2,585.6,2.617113798,2.607215504,95.04,63.36,48,206.6496,1.010105185,25,1.268236915,24,49.2868
49,31,2.8,5.4,424.8,2.224258492,1183.2,585.6,2.649411929,2.612575036,95.04,63.36,0,177.8496,1.028057206,25,1.268236915,24,46
50.7,28.8,8.8,2.38,388,2.260801616,1293,554,2.5,2.6,112.9,45.2,4,90.1409,3,100,2,24,36.5904
61.3,29.4,3.27,1.21,350,2.5,1167,777,2.65,2.63,88.39,88.39,0,103.32791,1,60,1.268236915,24,22.5
61.3,29.4,3.27,1.21,350,2.5,1167,777,2.65,2.63,118.09,118.09,0,104.55018,1,60,1.268236915,24,31.1
61.3,29.4,3.27,1.21,350,2.5,1167,777,2.65,2.63,133.18,133.18,0,105.16591,1,60,1.268236915,24,32.6
61.3,29.4,3.27,1.21,350,2.5,1167,777,2.65,2.63,88.39,88.39,0,89.18551,1,60,1.268236915,24,29.2
61.3,29.4,3.27,1.21,350,2.5,1167,777,2.65,2.63,118.09,118.09,0,85.65578,1,60,1.268236915,24,35.2
61.3,29.4,3.27,1.21,350,2.5,1167,777,2.65,2.63,133.18,133.18,0,83.85711,1,60,1.268236915,24,36.8
61.3,29.4,3.27,1.21,350,2.5,1167,777,2.65,2.63,88.39,88.39,0,82.11431,1,60,1.268236915,24,29.9
61.3,29.4,3.27,1.21,350,2.5,1167,777,2.65,2.63,118.09,118.09,0,76.20858,1,60,1.268236915,24,36.1
61.3,29.4,3.27,1.21,350,2.5,1167,777,2.65,2.63,133.18,133.18,0,73.20271,1,60,1.268236915,24,36.8
61.3,29.4,3.27,1.21,450,2.5,1051,700,2.65,2.63,112.58,88.39,0,103.32791,1,60,1.268236915,24,31.2
61.3,29.4,3.27,1.21,450,2.5,1051,700,2.65,2.63,150.52,118.09,0,104.55018,1,60,1.268236915,24,38.3
61.3,29.4,3.27,1.21,450,2.5,1051,700,2.65,2.63,169.83,133.18,0,105.16591,1,60,1.268236915,24,38.9
61.3,29.4,3.27,1.21,450,2.5,1051,700,2.65,2.63,112.58,88.39,0,89.18551,1,60,1.268236915,24,34.5
61.3,29.4,3.27,1.21,450,2.5,1051,700,2.65,2.63,150.52,118.09,0,85.65578,1,60,1.268236915,24,41.5
61.3,29.4,3.27,1.21,450,2.5,1051,700,2.65,2.63,169.83,133.18,0,83.85711,1,60,1.268236915,24,42.5
61.3,29.4,3.27,1.21,450,2.5,1051,700,2.65,2.63,112.58,88.39,0,82.11431,1,60,1.268236915,24,36.7
61.3,29.4,3.27,1.21,450,2.5,1051,700,2.65,2.63,150.52,118.09,0,76.20858,1,60,1.268236915,24,42.1
61.3,29.4,3.27,1.21,450,2.5,1051,700,2.65,2.63,169.83,133.18,0,73.20271,1,60,1.268236915,24,43.9
61.3,29.4,3.27,1.21,350,2.5,1167,777,2.65,2.63,118.09,118.09,0,104.55018,0.333333333,60,1.268236915,24,17.3
61.3,29.4,3.27,1.21,350,2.5,1167,777,2.65,2.63,118.09,118.09,0,85.65578,0.333333333,60,1.268236915,24,24.1
61.3,29.4,3.27,1.21,350,2.5,1167,777,2.65,2.63,118.09,118.09,0,76.20858,0.333333333,60,1.268236915,24,24.8
61.3,29.4,3.27,1.21,450,2.5,1051,700,2.65,2.63,150.52,118.09,0,104.55018,0.333333333,60,1.268236915,24,25.1
61.3,29.4,3.27,1.21,450,2.5,1051,700,2.65,2.63,150.52,118.09,0,85.65578,0.333333333,60,1.268236915,24,28.5
61.3,29.4,3.27,1.21,450,2.5,1051,700,2.65,2.63,150.52,118.09,0,76.20858,0.333333333,60,1.268236915,24,29.2
45.23,19.95,13.15,15.51,414,2.3,1091,588,2.65,2.58,104,104,0,116.2824,1.045652189,25,1.268236915,24,39.67
45.23,19.95,13.15,15.51,414,2.3,1091,588,2.65,2.58,104,104,0,95.4824,1.020191988,25,1.268236915,24,45.34
45.23,19.95,13.15,15.51,414,2.3,1091,588,2.65,2.58,104,104,0,74.6824,1.045821295,25,1.268236915,24,37.64
45.23,19.95,13.15,15.51,414,2.3,1091,588,2.65,2.58,138,69,0,112.8978,1.020023047,25,1.268236915,24,33.8
45.23,19.95,13.15,15.51,414,2.3,1091,588,2.65,2.58,138,69,0,99.0978,1.015358169,25,1.268236915,24,39.02
45.23,19.95,13.15,15.51,414,2.3,1091,588,2.65,2.58,138,69,0,85.2978,1.020023047,25,1.268236915,24,46.69
45.23,19.95,13.15,15.51,414,2.3,1091,588,2.65,2.58,104,104,0,116.2824,1,60,1.268236915,24,46.67
45.23,19.95,13.15,15.51,414,2.3,1091,588,2.65,2.58,104,104,0,95.4824,1,60,1.268236915,24,54.4
45.23,19.95,13.15,15.51,414,2.3,1091,588,2.65,2.58,104,104,0,74.6824,1,60,1.268236915,24,43.42
45.23,19.95,13.15,15.51,414,2.3,1091,588,2.65,2.58,138,69,0,112.8978,1,60,1.268236915,24,40.09
45.23,19.95,13.15,15.51,414,2.3,1091,588,2.65,2.58,138,69,0,99.0978,1,60,1.268236915,24,48.18
45.23,19.95,13.15,15.51,414,2.3,1091,588,2.65,2.58,138,69,0,85.2978,1,60,1.268236915,24,49.5
52,33.9,4,1.2,408,2.205450525,1294,554,2.659516748,2.610745562,103,41,6.12,97.472,1.029853553,25,1.268236915,24,16.3
49,31,2.8,5,400,2.359813253,1280,547,2.641815829,2.595759767,130.53,69.47,0,111.4947368,1.044673079,25,1.268236915,24.22886026,19.5
49,31,2.8,5,475,2.208923611,1253,539,2.671952862,2.6303367,77.66,41.34,0,66.33936842,1.262776431,25,1.268236915,24.27282931,30.4
49,31,2.8,5,475,2.208923611,1248,535,2.671952862,2.6303367,91.37,48.63,0,78.04631579,1.274933099,25,1.268236915,24.22743917,34.3
49,31,2.8,5,475,2.355955014,1235,529,2.680217238,2.616444531,108.34,57.66,0,92.54063158,1.057233404,25,1.268236915,24.31112622,27.2
65.6,28,3,1,409,2.24,1290,549,2.58,2.62,102,41,0,137.638,1.02990794,25,1.268236915,24,24.5
62.3,28.1,2.1,0.5,400,2.2,875,875,2.5,2.67,100,40,10.5,114.2,2,50,1,24,27.526
62.3,28.1,2.1,0.5,400,2.2,880,880,2.5,2.67,100,40,10.5,109.2,2,50,1,24,32.8125
62.3,28.1,2.1,0.5,400,2.2,895,895,2.5,2.67,100,40,10.5,99.2,2,50,1,24,34.6354
62.3,28.1,2.1,0.5,400,2.2,910,910,2.5,2.67,100,40,10.5,89.2,2,50,1,24,36.0938
62.3,28.1,2.1,0.5,400,2.2,880,880,2.5,2.67,100,40,7.5,112.4,2,50,1,24,30.3279
62.3,28.1,2.1,0.5,400,2.2,885,885,2.5,2.67,100,40,5,110.9,2,50,1,24,32.1311
62.3,28.1,2.1,0.5,400,2.2,887,887,2.5,2.67,100,40,2.5,109.4,2,50,1,24,32.9508
62.3,28.1,2.1,0.5,400,2.2,875,875,2.5,2.67,100,40,10.5,111,2,50,1,24,20.3184
62.3,28.1,2.1,0.5,400,2.2,875,875,2.5,2.67,100,40,10.5,120.6,2,50,1,24,18.7985
62.3,28.1,2.1,0.5,400,2.2,840,840,2.5,2.67,128.5,51.5,10.5,135.0125,2,50,1,24,30
62.3,28.1,2.1,0.5,400,2.2,860,860,2.5,2.67,114,46,10.5,124.55,2,50,1,24,31.9355
62.3,28.1,2.1,0.5,400,2.2,895,895,2.5,2.67,85.5,34.5,10.5,103.7375,2,50,1,24,17.9032
62.3,28.1,2.1,0.5,400,2.2,875,875,2.5,2.67,107.5,32.5,10.5,115.8875,2,50,1,24,35.5177
62.3,28.1,2.1,0.5,400,2.2,875,875,2.5,2.67,93,47,47,134.525,2,50,1,24,25.1063
53.5,28.8,7.5,1.6,408,2.437540291,1110,739,2.624944523,2.614966714,103,41,0,75.617,2,75,1,24,36.77393813
53.5,28.8,7.5,1.6,408,2.437540291,1110,739,2.624944523,2.614966714,103,41,0,75.617,2,75,1,24,36.77393813
53.5,28.8,7.5,1.6,408,2.220504224,922.7,922.7,2.522782471,2.65405227,103,41,0,98.117,2,75,1,24,36.77393813
32.62,31.23,8.48,17.12,444,2.53,1260,540,2.69,2.6,111,45,5.8,132.129,1.033591066,25,1.268236915,24,15.1027
32.62,31.23,8.48,17.12,414,2.53,1260,540,2.69,2.6,133,53,5.8,127.867,1.060012683,25,1.268236915,24,26.2238
32.62,31.23,8.48,17.12,444,2.53,1260,540,2.69,2.6,111,45,5.8,124.929,1.033287595,25,1.268236915,24,31.1644
32.62,31.23,8.48,17.12,414,2.53,1260,540,2.69,2.6,133,53,5.8,119.387,1.059587391,25,1.268236915,24,24.3357
32.62,31.23,8.48,17.12,414,2.53,1260,540,2.69,2.6,133,53,5.8,127.867,1,60,1.147816948,24,14.6454
58.05,21.59,5.1,9.42,408,2.208923611,1320,590,2.671952862,2.6303367,83.2,41.6,0,70.6368,1,46,1.268236915,24,36.77393813
